0.9667005230685365,[9.12845993e+00 5.72182719e+31 0.00000000e+00 0.00000000e+00],Bien
0.7088500951416564,[1.38784599e+01 5.72182719e+31 0.00000000e+00 0.00000000e+00],Bien
0.42068962179006975,[9.12845993e+00 9.86406683e+31 0.00000000e+00 0.00000000e+00],Bien
0,[9.12845993e+00 5.72182719e+31 5.00000000e-01 0.00000000e+00],Problema2
0,[9.12845993e+00 5.72182719e+31 0.00000000e+00 5.00000000e-01],Problema2
0,[ 1.15034599e+01  7.79294701e+31  2.50000000e-01 -5.00000000e-01],Problema2
0,[9.72220993e+00 6.23960714e+31 6.25000000e-02 2.50000000e-01],Problema2
0.745999835695918,[1.15034599e+01 5.72182719e+31 0.00000000e+00 0.00000000e+00],Bien
0.39050584488707496,[9.12845993e+00 7.79294701e+31 0.00000000e+00 0.00000000e+00],Bien
0,[9.12845993e+00 5.72182719e+31 2.50000000e-01 0.00000000e+00],Problema2
0,[9.12845993e+00 5.72182719e+31 0.00000000e+00 2.50000000e-01],Problema2
0,[ 1.03159599e+01  6.75738710e+31  1.25000000e-01 -2.50000000e-01],Problema2
0,[9.42533493e+00 5.98071716e+31 3.12500000e-02 1.25000000e-01],Problema2
0.8750612473710507,[1.03159599e+01 5.72182719e+31 0.00000000e+00 0.00000000e+00],Bien
0.6412792953580237,[9.12845993e+00 6.75738710e+31 0.00000000e+00 0.00000000e+00],Bien
0,[9.12845993e+00 5.72182719e+31 1.25000000e-01 0.00000000e+00],Problema2
0,[9.12845993e+00 5.72182719e+31 0.00000000e+00 1.25000000e-01],Problema2
0,[ 9.72220993e+00  6.23960714e+31  6.25000000e-02 -1.25000000e-01],Problema2
0.9587127604840887,[9.27689743e+00 5.85127217e+31 1.56250000e-02 6.25000000e-02],Bien
0,[ 9.79642868e+00  6.30432964e+31 -1.17187500e-01  3.12500000e-02],Problema2
0.9496472958776808,[9.29545212e+00 5.86745280e+31 6.44531250e-02 7.81250000e-03],Bien
0.4393140825191398,[9.87992477e+00 4.82380257e+31 4.00390625e-02 3.51562500e-02],Bien
0.753770305135143,[9.31632614e+00 6.27399097e+31 1.00097656e-02 8.78906250e-03],Bien
0.7824375215525793,[9.69205856e+00 5.30719871e+31 3.00292969e-02 2.63671875e-02],Bien
0.8996186649239717,[9.59812546e+00 5.54889677e+31 2.50244141e-02 2.19726562e-02],Bien
0.8463942399355465,[8.33350754e+00 5.77289728e+31 5.25512695e-02 4.61425781e-02],Bien
0.939612277902384,[9.82034683e+00 5.73459471e+31 1.31378174e-02 1.15356445e-02],Bien
0.8489278078068797,[9.16245270e+00 6.03867666e+31 2.15835571e-02 1.89514160e-02],Bien
0.9531659004881053,[9.48920727e+00 5.67134174e+31 2.41641998e-02 2.12173462e-02],Bien
0.9522018109177138,[8.77466154e+00 5.82135224e+31 3.89833450e-02 3.42292786e-02],Bien
0.9289953323515459,[ 9.03916097e+00  5.66544387e+31 -2.50668526e-02  5.11608124e-02],Bien
0.9584219429463354,[9.23137933e+00 5.81695057e+31 4.20731306e-02 1.86495781e-02],Bien
0.9476033179930825,[9.78831044e+00 5.70934359e+31 1.94782019e-03 1.69541836e-02],Bien
0.9621210130839609,[9.02807377e+00 5.79335008e+31 2.97244638e-02 2.99105048e-02],Bien
