0.22288493730705505,[3.00000000e+00 5.82635122e+31]
0.2359519098501025,[4.50000000e+00 5.82635122e+31]
0.6797636177545962,[4.50000000e+00 1.00469839e+32]
0.6522770159658101,[6.00000000e+00 1.00469839e+32]
0.6794921760395229,[6.00000000e+00 1.42676166e+32]
0.5428913785491254,[4.50000000e+00 1.42676166e+32]
0.6658738346679035,[5.62500000e+00 1.11021421e+32]
0.54864235099784,[4.87500000e+00 1.32124584e+32]
0.6011656679242458,[5.43750000e+00 1.16297211e+32]
0.7076773083346474,[5.0625000e+00 1.0574563e+32]
0.5766791502170542,[5.25000000e+00 1.21573002e+32]
0.7727307335471758,[4.31250000e+00 8.46424664e+31]
0.42397192460945493,[3.84375000e+00 6.61771984e+31]
0.7131009153265795,[4.87500000e+00 8.99182572e+31]
0.8016737323825853,[4.12500000e+00 6.88150938e+31]
0.16441882701924568,[3.65625000e+00 5.03498259e+31]
0.30232459451639354,[3.5625000e+00 6.3539303e+31]
0.7676428035668617,[4.54687500e+00 8.33235186e+31]
0.8075472150127206,[3.89062500e+00 7.01340415e+31]
0.30232459451639354,[3.5625000e+00 6.3539303e+31]
0.2691841770227676,[3.7031250e+00 5.4306669e+31]
0.9253412054809971,[4.16015625e+00 7.70585170e+31]
0.9230367102814594,[3.92578125e+00 7.83774647e+31]
0.7754818057232303,[4.19531250e+00 8.53019402e+31]
0.9126513767868748,[3.96679688e+00 7.39260162e+31]
0.8321254029109484,[4.11914062e+00 8.15099655e+31]
0.9395535046445698,[4.00488281e+00 7.58220035e+31]
0.9344901240284336,[4.23925781e+00 7.45030558e+31]
0.9059937159828246,[4.08398438e+00 7.32665424e+31]
0.9357870348151219,[4.14111328e+00 7.61105234e+31]
0.938565359200485,[3.90673828e+00 7.74294711e+31]
0.9442207540513889,[3.77050781e+00 7.71409513e+31]
0.9475224768941528,[3.58520508e+00 7.76561652e+31]
0.9351733982211171,[3.68334961e+00 7.60486977e+31]
0.9439408421086601,[3.85089111e+00 7.70842777e+31]
0.9472911149640484,[3.43121338e+00 7.89184394e+31]
0.9514431382662959,[3.16552734e+00 7.94903269e+31]
0.9536787885858126,[2.82284546e+00 8.06933514e+31]
0.9534473484582563,[2.97683716e+00 7.94310773e+31]
0.9481331214536042,[2.21447754e+00 8.24682635e+31]
0.9503392702954988,[2.55715942e+00 8.12652389e+31]
0.9571535684380493,[3.24252319e+00 7.88591898e+31]
0.9475224768941528,[3.58520508e+00 7.76561652e+31]
0.9522423800082007,[3.08853149e+00 8.01214639e+31]
0.9530827529729031,[3.00476074e+00 7.96036739e+31]
0.9518958789648164,[3.03268433e+00 7.97762706e+31]
0.9568019007948009,[3.10968018e+00 7.91451335e+31]
