0.934525588571812,[4.51325487e+00 1.34257156e+32 0.00000000e+00 0.00000000e+00],Bien
0.8578491412297067,[7.14819602e+00 1.34257156e+32 0.00000000e+00 0.00000000e+00],Bien
0.685497481992824,[4.51325487e+00 2.20752985e+32 0.00000000e+00 0.00000000e+00],Bien
0,[4.51325487e+00 1.34257156e+32 5.00000000e-01 0.00000000e+00],Problema2
0,[4.51325487e+00 1.34257156e+32 0.00000000e+00 5.00000000e-01],Problema2
0,[ 5.83072544e+00  1.77505071e+32  2.50000000e-01 -5.00000000e-01],Problema2
0,[4.84262251e+00 1.45069135e+32 6.25000000e-02 2.50000000e-01],Problema2
0.9093329355849163,[5.83072544e+00 1.34257156e+32 0.00000000e+00 0.00000000e+00],Bien
0.8313372805941134,[4.51325487e+00 1.77505071e+32 0.00000000e+00 0.00000000e+00],Bien
0,[4.51325487e+00 1.34257156e+32 2.50000000e-01 0.00000000e+00],Problema2
0,[4.51325487e+00 1.34257156e+32 0.00000000e+00 2.50000000e-01],Problema2
0,[ 5.17199016e+00  1.55881113e+32  1.25000000e-01 -2.50000000e-01],Problema2
0.9245312657743556,[4.67793869e+00 1.39663145e+32 3.12500000e-02 1.25000000e-01],Bien
0,[ 5.25433207e+00  1.58584108e+32 -2.34375000e-01  6.25000000e-02],Problema2
0.9268074288232149,[4.69852417e+00 1.40338894e+32 1.28906250e-01 1.56250000e-02],Bien
0.7254396699760365,[5.34696672e+00 9.67531051e+31 8.00781250e-02 7.03125000e-02],Bien
0.8872652755813456,[4.72168283e+00 1.57317079e+32 2.00195312e-02 1.75781250e-02],Bien
0.8946176363390944,[5.13853875e+00 1.16941097e+32 6.00585938e-02 5.27343750e-02],Bien
0.9269196535013199,[5.03432477e+00 1.27035092e+32 5.00488281e-02 4.39453125e-02],Bien
0.895765068925534,[3.63129581e+00 1.36389988e+32 1.05102539e-01 9.22851562e-02],Bien
0.924254679244725,[5.28086803e+00 1.34790364e+32 2.62756348e-02 2.30712891e-02],Bien
0.9209930601171179,[4.18115322e+00 1.35856780e+32 7.88269043e-02 6.92138672e-02],Bien
0.9283723373731521,[5.00593933e+00 1.35056968e+32 3.94134521e-02 3.46069336e-02],Bien
0.9351391877670364,[ 4.94808288e+00  1.28680910e+32  7.79342651e-02 -7.79113770e-02],Bien
0,[ 5.08315497e+00  1.23189792e+32  1.01276398e-01 -1.79367065e-01],Problema2
0.9346806905736856,[ 5.05227676e+00  1.22176169e+32 -4.52079773e-02 -1.53045654e-02],Bien
0.9353188786789822,[ 4.72545214e+00  1.33050509e+32 -1.39789581e-02 -7.32498169e-02],Bien
0.9337712369089025,[ 4.57101583e+00  1.36058218e+32 -4.59928513e-02 -1.31847382e-01],Bien
